date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:12:30	27495/27495	---MC-	200	added ('OK')	application/json	date:Mon,%2021%20Oct%202024%2012:12:29%20GMT	https://babychimp.fun/index.php/wp-json/wp/v2/pages/8	C:/MYWEB/https___babychimp.fun_/babychimp.fun/index.php/wp-json/wp/v2/pages/8.json	(from https://babychimp.fun/)
07:12:31	203024/203024	---MC-	200	added ('OK')	application/json	date:Mon,%2021%20Oct%202024%2012:12:29%20GMT	https://babychimp.fun/index.php/wp-json/	C:/MYWEB/https___babychimp.fun_/babychimp.fun/index.php/wp-json/index.html	(from https://babychimp.fun/)
07:12:32	802/802	---MC-	200	added ('OK')	text/xml	date:Mon,%2021%20Oct%202024%2012:12:31%20GMT	https://babychimp.fun/xmlrpc.php?rsd	C:/MYWEB/https___babychimp.fun_/babychimp.fun/xmlrpc0db0.php	(from https://babychimp.fun/)
07:12:34	2064/2064	---MC-	200	added ('OK')	application/json	date:Mon,%2021%20Oct%202024%2012:12:33%20GMT	https://babychimp.fun/index.php/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbabychimp.fun%2F	C:/MYWEB/https___babychimp.fun_/babychimp.fun/index.php/wp-json/oembed/1.0/embedc034.json	(from https://babychimp.fun/)
07:12:36	2225/2225	---MC-	200	added ('OK')	text/xml	date:Mon,%2021%20Oct%202024%2012:12:35%20GMT	https://babychimp.fun/index.php/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbabychimp.fun%2F&format=xml	C:/MYWEB/https___babychimp.fun_/babychimp.fun/index.php/wp-json/oembed/1.0/embed76e8	(from https://babychimp.fun/)
07:12:38	326628/326628	---M--	200	added ('OK')	font/woff2	etag:%224fbe4-60645d091f380%22	https://babychimp.fun/wp-content/themes/twentytwentyfour/assets/fonts/inter/Inter-VariableFont_slnt,wght.woff2	C:/MYWEB/https___babychimp.fun_/babychimp.fun/wp-content/themes/twentytwentyfour/assets/fonts/inter/Inter-VariableFont_slnt,wght.woff2	(from https://babychimp.fun/)
07:12:39	146060/146060	---M--	200	added ('OK')	font/woff2	etag:%2223a8c-60645d091f380%22	https://babychimp.fun/wp-content/themes/twentytwentyfour/assets/fonts/cardo/cardo_normal_400.woff2	C:/MYWEB/https___babychimp.fun_/babychimp.fun/wp-content/themes/twentytwentyfour/assets/fonts/cardo/cardo_normal_400.woff2	(from https://babychimp.fun/)
07:12:41	105184/105184	---M--	200	added ('OK')	font/woff2	etag:%2219ae0-60645d091f380%22	https://babychimp.fun/wp-content/themes/twentytwentyfour/assets/fonts/cardo/cardo_italic_400.woff2	C:/MYWEB/https___babychimp.fun_/babychimp.fun/wp-content/themes/twentytwentyfour/assets/fonts/cardo/cardo_italic_400.woff2	(from https://babychimp.fun/)
07:12:42	132564/132564	---M--	200	added ('OK')	font/woff2	etag:%22205d4-60645d091f380%22	https://babychimp.fun/wp-content/themes/twentytwentyfour/assets/fonts/cardo/cardo_normal_700.woff2	C:/MYWEB/https___babychimp.fun_/babychimp.fun/wp-content/themes/twentytwentyfour/assets/fonts/cardo/cardo_normal_700.woff2	(from https://babychimp.fun/)
07:12:43	47051/47051	---M--	200	added ('OK')	image/png	etag:%22b7cb-6232826e3da51%22	https://babychimp.fun/wp-content/uploads/2024/09/chippy-icon-dex-150x150.png	C:/MYWEB/https___babychimp.fun_/babychimp.fun/wp-content/uploads/2024/09/chippy-icon-dex-150x150.png	(from https://babychimp.fun/)
07:12:44	94453/94453	---M--	200	added ('OK')	image/png	etag:%22170f5-6232826d7e7a2%22	https://babychimp.fun/wp-content/uploads/2024/09/chippy-icon-dex.png	C:/MYWEB/https___babychimp.fun_/babychimp.fun/wp-content/uploads/2024/09/chippy-icon-dex.png	(from https://babychimp.fun/)
07:12:46	111464/111464	---M--	200	added ('OK')	image/png	etag:%221b368-623283e8bd672%22	https://babychimp.fun/wp-content/uploads/2024/09/Asset-2-1-1024x214.png	C:/MYWEB/https___babychimp.fun_/babychimp.fun/wp-content/uploads/2024/09/Asset-2-1-1024x214.png	(from https://babychimp.fun/)
07:12:47	18468/18468	---M--	200	added ('OK')	text/css	etag:%224824-62327487ab7e8%22	https://babychimp.fun/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.23.4	C:/MYWEB/https___babychimp.fun_/babychimp.fun/wp-content/plugins/elementor/assets/lib/animations/animations.mind5d5.css	(from https://babychimp.fun/)
07:12:48	6060/6060	---M--	200	added ('OK')	text/javascript	etag:%2217ac-623275904e27b%22	https://babychimp.fun/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.23.3	C:/MYWEB/https___babychimp.fun_/babychimp.fun/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min28fc.js	(from https://babychimp.fun/)
07:12:49	10276965/10276965	---M--	200	added ('OK')	image/gif	etag:%229cd065-62328153e46b4%22	https://babychimp.fun/wp-content/uploads/2024/09/mongy-monke-1.gif	C:/MYWEB/https___babychimp.fun_/babychimp.fun/wp-content/uploads/2024/09/mongy-monke-1.gif	(from https://babychimp.fun/)
07:12:50	4997/4997	---M--	200	added ('OK')	text/javascript	etag:%221385-62327487ab400%22	https://babychimp.fun/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.23.4	C:/MYWEB/https___babychimp.fun_/babychimp.fun/wp-content/plugins/elementor/assets/js/webpack.runtime.mind5d5.js	(from https://babychimp.fun/)
07:12:52	87553/87553	---M--	200	added ('OK')	text/javascript	etag:%2215601-603fed35e19c0%22	https://babychimp.fun/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/MYWEB/https___babychimp.fun_/babychimp.fun/wp-includes/js/jquery/jquery.minf43b.js	(from https://babychimp.fun/)
07:12:52	13577/13577	---M--	200	added ('OK')	text/javascript	etag:%223509-5fdabee5f2100%22	https://babychimp.fun/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/MYWEB/https___babychimp.fun_/babychimp.fun/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://babychimp.fun/)
07:12:54	73568/73568	---M--	200	added ('OK')	text/javascript	etag:%2211f60-623274879b22e%22	https://babychimp.fun/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.23.4	C:/MYWEB/https___babychimp.fun_/babychimp.fun/wp-content/plugins/elementor/assets/js/frontend-modules.mind5d5.js	(from https://babychimp.fun/)
07:12:55	4307/4307	---M--	200	added ('OK')	text/javascript	etag:%2210d3-6103d74a0ab00%22	https://babychimp.fun/wp-includes/js/dist/hooks.min.js?ver=2810c76e705dd1a53b18	C:/MYWEB/https___babychimp.fun_/babychimp.fun/wp-includes/js/dist/hooks.min2757.js	(from https://babychimp.fun/)
07:12:56	9141/9141	---M--	200	added ('OK')	text/javascript	etag:%2223b5-6116e76a714c0%22	https://babychimp.fun/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/MYWEB/https___babychimp.fun_/babychimp.fun/wp-includes/js/dist/i18n.minc33c.js	(from https://babychimp.fun/)
07:12:58	25050/25050	---M--	200	added ('OK')	text/javascript	etag:%2261da-6232759042ec9%22	https://babychimp.fun/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.23.3	C:/MYWEB/https___babychimp.fun_/babychimp.fun/wp-content/plugins/elementor-pro/assets/js/frontend.min28fc.js	(from https://babychimp.fun/)
07:12:59	12198/12198	---M--	200	added ('OK')	text/javascript	etag:%222fa6-62327487c80f3%22	https://babychimp.fun/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/MYWEB/https___babychimp.fun_/babychimp.fun/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://babychimp.fun/)
07:13:00	21464/21464	---M--	200	added ('OK')	text/javascript	etag:%2253d8-61bdf6e5539c0%22	https://babychimp.fun/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/MYWEB/https___babychimp.fun_/babychimp.fun/wp-includes/js/jquery/ui/core.minb37e.js	(from https://babychimp.fun/)
07:13:02	40249/40249	---M--	200	added ('OK')	text/javascript	etag:%229d39-623274879a28e%22	https://babychimp.fun/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.23.4	C:/MYWEB/https___babychimp.fun_/babychimp.fun/wp-content/plugins/elementor/assets/js/frontend.mind5d5.js	(from https://babychimp.fun/)
07:13:03	42585/42585	---M--	200	added ('OK')	text/javascript	etag:%22a659-6232759041370%22	https://babychimp.fun/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.23.3	C:/MYWEB/https___babychimp.fun_/babychimp.fun/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min28fc.js	(from https://babychimp.fun/)
07:13:04	6146/6146	---M--	200	added ('OK')	image/png	etag:%221802-6232748767220%22	https://babychimp.fun/wp-content/plugins/elementor/assets/images/placeholder.png	C:/MYWEB/https___babychimp.fun_/babychimp.fun/wp-content/plugins/elementor/assets/images/placeholder.png	(from https://babychimp.fun/wp-content/uploads/elementor/css/post-8.css?ver=1727666744)
